,Day,Month,PM10_mask,PM2.5,Retrospective,UTC Hour,Year
9578,13,5,0.00,7.2,0,20,2017
9579,13,5,0.00,4.4,0,21,2017
9580,13,5,0.00,4.7,0,22,2017
9581,13,5,0.00,4.9,0,23,2017
9582,14,5,0.00,7.9,0,0,2017
9583,14,5,0.00,6.6,0,2,2017
9584,14,5,0.00,5.7,0,3,2017
9585,14,5,0.00,9.9,0,4,2017
9586,14,5,0.00,9.3,0,5,2017
9587,14,5,0.00,8.0,0,6,2017
9588,14,5,0.00,6.4,0,7,2017
9589,14,5,0.00,8.0,0,8,2017
9590,14,5,0.00,6.1,0,9,2017
9591,14,5,0.00,4.8,0,10,2017
9592,14,5,0.00,4.6,0,11,2017
9593,14,5,0.00,4.9,0,12,2017
9594,14,5,0.00,9.4,0,13,2017
9595,14,5,0.00,9.0,0,14,2017
9596,14,5,0.00,8.3,0,15,2017
9597,14,5,0.00,6.3,0,16,2017
9598,14,5,0.00,5.6,0,17,2017
9599,14,5,0.00,4.2,0,18,2017
9600,14,5,0.00,5.7,0,19,2017
9601,14,5,0.00,7.1,0,20,2017
9602,14,5,0.00,8.2,0,21,2017
9603,14,5,0.00,10.1,0,22,2017
9604,14,5,0.00,9.1,0,23,2017
9605,15,5,0.00,7.6,0,0,2017
9606,15,5,0.00,10.9,0,1,2017
9607,15,5,0.00,11.5,0,2,2017
9608,15,5,0.00,7.7,0,3,2017
9609,15,5,0.00,6.9,0,4,2017
9610,15,5,0.00,8.9,0,5,2017
9611,15,5,0.00,9.8,0,6,2017
9612,15,5,0.00,7.3,0,7,2017
9613,15,5,0.00,8.5,0,8,2017
9614,15,5,0.00,10.8,0,9,2017
9615,15,5,0.00,12.0,0,10,2017
9616,15,5,0.00,10.4,0,11,2017
9617,15,5,0.00,7.0,0,12,2017
9618,15,5,0.00,8.7,0,13,2017
9619,15,5,0.00,7.6,0,14,2017
9620,15,5,0.00,11.0,0,15,2017
9621,15,5,0.00,12.3,0,16,2017
9622,15,5,0.00,12.6,0,17,2017
9623,15,5,0.00,10.5,0,18,2017
9624,15,5,0.00,9.7,0,19,2017
9625,15,5,0.00,11.5,0,20,2017
9626,15,5,0.00,9.5,0,21,2017
9627,15,5,0.00,9.9,0,22,2017
9628,15,5,0.00,7.7,0,23,2017
9629,16,5,0.00,7.2,0,0,2017
9630,16,5,0.00,7.7,0,1,2017
9631,16,5,0.00,10.0,0,2,2017
9632,16,5,0.00,10.4,0,3,2017
9633,16,5,0.00,11.8,0,4,2017
9634,16,5,0.00,10.4,0,5,2017
9635,16,5,0.00,9.7,0,6,2017
9636,16,5,0.00,9.1,0,7,2017
9637,16,5,0.00,11.6,0,8,2017
9638,16,5,0.00,11.6,0,9,2017
9639,16,5,0.00,14.2,0,10,2017
9640,16,5,0.00,10.9,0,11,2017
9641,16,5,0.00,10.7,0,12,2017
9642,16,5,0.00,8.2,0,13,2017
9643,16,5,0.00,10.2,0,14,2017
9644,16,5,0.00,9.6,0,15,2017
9645,16,5,0.00,8.8,0,16,2017
9646,16,5,0.00,7.4,0,17,2017
9647,16,5,0.00,8.4,0,18,2017
9648,16,5,0.00,6.5,0,19,2017
9649,16,5,0.00,3.5,0,20,2017
9650,16,5,0.00,6.2,0,21,2017
9651,16,5,0.00,8.0,0,22,2017
9652,16,5,0.00,8.4,0,23,2017
9653,17,5,0.00,8.9,0,0,2017
9654,17,5,0.00,5.6,0,1,2017
9655,17,5,0.00,4.1,0,2,2017
9656,17,5,0.00,4.8,0,3,2017
9657,17,5,0.00,4.1,0,4,2017
9658,17,5,0.00,4.9,0,5,2017
9659,17,5,1.00,3.8,0,6,2017
9660,17,5,1.00,5.7,0,7,2017
9661,17,5,0.00,6.2,0,8,2017
9662,17,5,0.00,3.9,0,9,2017
9663,17,5,1.00,20.2,0,10,2017
9664,17,5,1.00,5.3,0,11,2017
9665,17,5,1.00,11.0,0,12,2017
9666,17,5,0.00,116.2,0,13,2017
9667,17,5,1.00,3.9,0,14,2017
9668,17,5,0.00,5.8,0,15,2017
9669,17,5,0.00,139.0,0,16,2017
9670,17,5,0.00,70.8,0,17,2017
9671,17,5,0.00,38.4,0,18,2017
9672,17,5,0.00,23.1,0,19,2017
9673,17,5,0.00,11.0,0,20,2017
9674,17,5,0.00,6.7,0,21,2017
9675,17,5,0.00,4.2,0,22,2017
9676,17,5,0.00,2.7,0,23,2017
9677,18,5,0.00,3.8,0,0,2017
9678,18,5,0.00,4.2,0,1,2017
9679,18,5,0.00,4.6,0,2,2017
9680,18,5,0.00,4.3,0,3,2017
9681,18,5,0.00,4.7,0,4,2017
9682,18,5,0.00,7.8,0,5,2017
9683,18,5,0.00,6.4,0,6,2017
9684,18,5,0.00,5.9,0,7,2017
9685,18,5,0.00,4.7,0,8,2017
9686,18,5,0.00,4.2,0,9,2017
9687,18,5,0.00,4.6,0,10,2017
9688,18,5,0.00,7.2,0,11,2017
9689,18,5,0.00,7.4,0,12,2017
9690,18,5,0.00,9.1,0,13,2017
9691,18,5,0.00,10.7,0,14,2017
9692,18,5,0.00,10.8,0,15,2017
9693,18,5,0.00,10.4,0,16,2017
9694,18,5,0.00,9.8,0,17,2017
9695,18,5,0.00,7.7,0,18,2017
9696,18,5,0.00,7.2,0,19,2017
9697,18,5,0.00,10.6,0,20,2017
9698,18,5,0.00,13.0,0,21,2017
9699,18,5,0.00,13.5,0,22,2017
9700,18,5,0.00,10.2,0,23,2017
9701,19,5,0.00,7.5,0,0,2017
9702,19,5,0.00,4.0,0,1,2017
9703,19,5,0.00,6.5,0,2,2017
9704,19,5,0.00,7.1,0,3,2017
9705,19,5,0.00,9.0,0,4,2017
9706,19,5,0.00,7.5,0,5,2017
9707,19,5,0.00,10.8,0,7,2017
9708,19,5,0.00,12.0,0,8,2017
9709,19,5,0.00,13.1,0,9,2017
9710,19,5,0.00,11.6,0,10,2017
9711,19,5,0.00,14.5,0,11,2017
9712,19,5,0.00,18.2,0,12,2017
9713,19,5,0.00,18.2,0,13,2017
9714,19,5,0.00,20.2,0,14,2017
9715,19,5,0.00,18.4,0,15,2017
9716,19,5,0.00,21.9,0,16,2017
9717,19,5,0.00,17.5,0,17,2017
9718,19,5,0.00,17.1,0,18,2017
9719,19,5,0.00,18.7,0,19,2017
9720,19,5,0.00,20.3,0,20,2017
9721,19,5,0.00,18.4,0,21,2017
9722,19,5,0.00,16.0,0,22,2017
9723,19,5,0.00,11.7,0,23,2017
9724,20,5,0.00,13.7,0,0,2017
9725,20,5,0.00,15.9,0,1,2017
9726,20,5,0.00,14.5,0,2,2017
9727,20,5,0.00,15.4,0,3,2017
9728,20,5,0.00,22.4,0,4,2017
9729,20,5,0.00,23.0,0,5,2017
9730,20,5,0.00,22.7,0,6,2017
9731,20,5,0.00,22.6,0,7,2017
9732,20,5,0.00,24.0,0,8,2017
9733,20,5,0.00,21.7,0,9,2017
9734,20,5,0.00,23.2,0,10,2017
9735,20,5,0.00,25.3,0,11,2017
9736,20,5,0.00,29.9,0,12,2017
9737,20,5,0.00,29.9,0,13,2017
9738,20,5,0.00,33.6,0,14,2017
9739,20,5,0.00,31.6,0,15,2017
9740,20,5,0.00,30.4,0,16,2017
9741,20,5,0.00,29.8,0,17,2017
9742,20,5,0.00,30.0,0,18,2017
9743,20,5,0.00,23.5,0,19,2017
9744,20,5,0.00,24.2,0,20,2017
9745,20,5,0.00,20.3,0,21,2017
9746,20,5,0.00,20.1,0,22,2017
9747,20,5,0.00,19.6,0,23,2017
9748,21,5,0.00,21.1,0,0,2017
9749,21,5,0.00,18.9,0,1,2017
9750,21,5,0.00,19.0,0,2,2017
9751,21,5,0.00,25.9,0,3,2017
9752,21,5,0.00,25.9,0,4,2017
9753,21,5,0.00,25.9,0,5,2017
9754,21,5,0.00,26.2,0,6,2017
9755,21,5,0.00,28.2,0,12,2017
9756,21,5,0.00,29.8,0,13,2017
9757,21,5,0.00,31.8,0,14,2017
9758,21,5,0.00,32.1,0,15,2017
9759,21,5,0.00,27.3,0,16,2017
9760,21,5,0.00,23.8,0,17,2017
9761,21,5,0.00,29.2,0,18,2017
9762,21,5,0.00,33.5,0,19,2017
9763,21,5,0.00,37.2,0,20,2017
9764,21,5,0.00,31.4,0,21,2017
9765,21,5,0.00,31.9,0,22,2017
9766,21,5,0.00,29.3,0,23,2017
9767,22,5,0.00,28.2,0,0,2017
9768,22,5,0.00,27.5,0,1,2017
9769,22,5,0.00,31.9,0,2,2017
9770,22,5,0.00,33.0,0,3,2017
9771,22,5,0.00,36.9,0,4,2017
9772,22,5,0.00,37.1,0,5,2017
9773,22,5,0.00,39.6,0,6,2017
9774,22,5,0.00,35.1,0,7,2017
9775,22,5,0.00,39.2,0,8,2017
9776,22,5,0.00,37.0,0,9,2017
9777,22,5,0.00,35.4,0,10,2017
9778,22,5,0.00,33.8,0,11,2017
9779,22,5,0.00,30.8,0,12,2017
9780,22,5,0.00,32.3,0,13,2017
9781,22,5,0.00,28.8,0,14,2017
9782,22,5,0.00,26.1,0,15,2017
9783,22,5,0.00,23.6,0,16,2017
9784,22,5,0.00,27.0,0,17,2017
9785,22,5,0.00,23.6,0,18,2017
9786,22,5,0.00,23.8,0,19,2017
9787,22,5,0.00,16.0,0,20,2017
9788,22,5,0.00,13.6,0,21,2017
9789,22,5,0.00,17.3,0,22,2017
9790,22,5,0.00,16.6,0,23,2017
9791,23,5,0.00,13.0,0,0,2017
9792,23,5,0.00,18.7,0,1,2017
9793,23,5,0.00,21.3,0,2,2017
9794,23,5,0.00,19.6,0,3,2017
9795,23,5,0.00,22.9,0,4,2017
9796,23,5,0.00,23.9,0,5,2017
9797,23,5,0.00,25.8,0,6,2017
9798,23,5,0.00,31.0,0,7,2017
9799,23,5,0.00,32.4,0,8,2017
9800,23,5,0.00,38.3,0,9,2017
9801,23,5,0.00,39.1,0,10,2017
9802,23,5,0.00,35.9,0,11,2017
9803,23,5,0.00,31.8,0,12,2017
9804,23,5,0.00,30.7,0,13,2017
9805,23,5,0.00,28.1,0,14,2017
9806,23,5,0.00,28.4,0,15,2017
9807,23,5,0.00,26.9,0,16,2017
9808,23,5,0.00,25.2,0,17,2017
9809,23,5,0.00,23.9,0,18,2017
9810,23,5,0.00,23.8,0,19,2017
9811,23,5,0.00,27.7,0,20,2017
9812,23,5,0.00,26.5,0,21,2017
9813,23,5,0.00,25.5,0,22,2017
9814,23,5,0.00,20.0,0,23,2017
9815,24,5,0.00,20.0,0,0,2017
9816,24,5,0.00,23.4,0,2,2017
9817,24,5,0.00,20.9,0,3,2017
9818,24,5,0.00,23.3,0,4,2017
9819,24,5,0.00,20.5,0,5,2017
9820,24,5,0.00,19.9,0,6,2017
9821,24,5,0.00,16.0,0,7,2017
9822,24,5,0.00,9.7,0,8,2017
9823,24,5,0.00,12.4,0,9,2017
9824,24,5,0.00,16.7,0,10,2017
9825,24,5,0.00,20.6,0,11,2017
9826,24,5,0.00,21.7,0,12,2017
9827,24,5,0.00,24.1,0,13,2017
9828,24,5,0.00,21.8,0,14,2017
9829,24,5,0.00,21.7,0,15,2017
9830,24,5,0.00,20.5,0,16,2017
9831,24,5,0.00,24.3,0,17,2017
9832,24,5,0.00,26.8,0,18,2017
9833,24,5,0.00,28.3,0,19,2017
9834,24,5,0.00,30.1,0,20,2017
9835,24,5,0.00,32.3,0,21,2017
9836,24,5,0.00,27.8,0,22,2017
9837,24,5,0.00,23.7,0,23,2017
9838,25,5,0.00,19.0,0,0,2017
9839,25,5,0.00,17.9,0,1,2017
9840,25,5,0.00,22.4,0,2,2017
9841,25,5,0.00,26.0,0,3,2017
9842,25,5,0.00,25.4,0,4,2017
9843,25,5,0.00,25.3,0,5,2017
9844,25,5,0.00,29.8,0,6,2017
9845,25,5,0.00,26.0,0,7,2017
9846,25,5,0.00,25.9,0,8,2017
9847,25,5,0.00,24.4,0,9,2017
9848,25,5,0.00,28.3,0,10,2017
9849,25,5,0.00,32.3,0,11,2017
9850,25,5,0.00,31.2,0,12,2017
9851,25,5,0.00,25.7,0,13,2017
9852,25,5,0.00,19.4,0,14,2017
9853,25,5,0.00,20.2,0,15,2017
9854,25,5,0.00,21.1,0,16,2017
9855,25,5,0.00,20.7,0,17,2017
9856,25,5,0.00,19.1,0,18,2017
9857,25,5,0.00,18.9,0,19,2017
9858,25,5,0.00,20.1,0,20,2017
9859,25,5,0.00,21.2,0,21,2017
9860,25,5,0.00,12.3,0,22,2017
9861,25,5,0.00,12.5,0,23,2017
9862,26,5,0.00,15.8,0,0,2017
9863,26,5,0.00,15.6,0,1,2017
9864,26,5,0.00,14.6,0,2,2017
9865,26,5,0.00,13.5,0,3,2017
9866,26,5,0.00,11.1,0,4,2017
9867,26,5,0.00,6.7,0,5,2017
9868,26,5,0.00,4.5,0,6,2017
9869,26,5,0.00,4.1,0,7,2017
9870,26,5,0.00,11.4,0,8,2017
9871,26,5,0.00,18.6,0,9,2017
9872,26,5,0.00,16.1,0,10,2017
9873,26,5,0.00,14.9,0,11,2017
9874,26,5,0.00,15.1,0,12,2017
9875,26,5,0.00,16.1,0,13,2017
9876,26,5,0.00,13.6,0,14,2017
9877,26,5,0.00,13.6,0,15,2017
9878,26,5,0.00,14.5,0,16,2017
9879,26,5,0.00,11.9,0,17,2017
9880,26,5,0.00,11.6,0,18,2017
9881,26,5,0.00,14.7,0,19,2017
9882,26,5,0.00,23.0,0,20,2017
9883,26,5,0.00,21.7,0,21,2017
9884,26,5,0.00,19.0,0,22,2017
9885,26,5,0.00,15.3,0,23,2017
9886,27,5,0.00,12.8,0,0,2017
9887,27,5,0.00,9.0,0,1,2017
9888,27,5,0.00,9.0,0,2,2017
9889,27,5,0.00,9.1,0,3,2017
9890,27,5,0.00,9.1,0,4,2017
9891,27,5,0.00,9.0,0,5,2017
9892,27,5,0.00,20.0,0,13,2017
9893,27,5,0.00,12.7,0,14,2017
9894,27,5,0.00,17.2,0,15,2017
9895,27,5,0.00,9.9,0,16,2017
9896,27,5,0.00,7.5,0,17,2017
9897,27,5,0.00,14.4,0,18,2017
9898,27,5,0.00,18.1,0,19,2017
9899,27,5,0.00,17.8,0,20,2017
9900,27,5,0.00,21.3,0,21,2017
9901,27,5,0.00,18.4,0,22,2017
9902,27,5,0.00,11.4,0,23,2017
9903,28,5,0.00,9.1,0,0,2017
9904,28,5,0.00,4.7,0,1,2017
9905,28,5,0.00,5.9,0,2,2017
9906,28,5,0.00,8.7,0,3,2017
9907,28,5,0.00,13.0,0,4,2017
9908,28,5,0.00,21.9,0,5,2017
9909,28,5,0.00,23.8,0,6,2017
9910,28,5,0.00,21.4,0,7,2017
9911,28,5,0.00,26.3,0,8,2017
9912,28,5,0.00,25.3,0,9,2017
9913,28,5,0.00,22.4,0,10,2017
9914,28,5,0.00,13.5,0,11,2017
9915,28,5,0.00,20.4,0,12,2017
9916,28,5,0.00,10.8,0,13,2017
9917,28,5,0.00,12.0,0,14,2017
9918,28,5,0.00,22.5,0,15,2017
9919,28,5,0.00,25.1,0,16,2017
9920,28,5,0.00,21.1,0,17,2017
9921,28,5,0.00,20.6,0,18,2017
9922,28,5,0.00,18.7,0,19,2017
9923,28,5,0.00,24.7,0,20,2017
9924,28,5,0.00,26.3,0,21,2017
9925,28,5,0.00,19.9,0,22,2017
9926,28,5,0.00,15.1,0,23,2017
9927,29,5,0.00,8.8,0,0,2017
9928,29,5,0.00,6.8,0,1,2017
9929,29,5,0.00,7.8,0,2,2017
9930,29,5,0.00,16.4,0,3,2017
9931,29,5,0.00,21.1,0,4,2017
9932,29,5,0.00,22.5,0,5,2017
9933,29,5,0.00,27.5,0,6,2017
9934,29,5,0.00,24.8,0,7,2017
9935,29,5,0.00,23.7,0,8,2017
9936,29,5,0.00,19.4,0,9,2017
9937,29,5,0.00,16.1,0,10,2017
9938,29,5,0.00,12.8,0,11,2017
9939,29,5,0.00,14.8,0,12,2017
9940,29,5,0.00,19.1,0,13,2017
9941,29,5,0.00,27.1,0,14,2017
9942,29,5,0.00,24.9,0,15,2017
9943,29,5,0.00,15.3,0,16,2017
9944,29,5,0.00,14.2,0,17,2017
9945,29,5,0.00,5.1,0,18,2017
9946,29,5,0.00,5.8,0,19,2017
9947,29,5,0.00,12.0,0,20,2017
9948,29,5,0.00,27.0,0,21,2017
9949,29,5,0.00,27.2,0,22,2017
9950,29,5,0.00,23.2,0,23,2017
9951,30,5,0.00,22.8,0,0,2017
9952,30,5,0.00,19.1,0,1,2017
9953,30,5,0.00,10.2,0,2,2017
9954,30,5,0.00,11.5,0,3,2017
9955,30,5,0.00,16.9,0,4,2017
9956,30,5,0.00,23.0,0,5,2017
9957,30,5,0.00,23.8,0,6,2017
9958,30,5,0.00,17.9,0,7,2017
9959,30,5,0.00,14.8,0,8,2017
9960,30,5,0.00,20.5,0,9,2017
9961,30,5,0.00,21.9,0,10,2017
9962,30,5,0.00,16.9,0,11,2017
9963,30,5,0.00,15.7,0,12,2017
9964,30,5,0.00,16.1,0,13,2017
9965,30,5,0.00,20.3,0,14,2017
9966,30,5,0.00,21.0,0,15,2017
9967,30,5,0.00,17.7,0,16,2017
9968,30,5,0.00,9.2,0,17,2017
9969,30,5,0.00,4.6,0,18,2017
9970,30,5,0.00,4.8,0,19,2017
9971,30,5,0.00,5.1,0,20,2017
9972,30,5,0.00,3.9,0,21,2017
9973,30,5,0.00,8.6,0,22,2017
9974,30,5,0.00,11.9,0,23,2017
9975,31,5,0.00,12.8,0,0,2017
9976,31,5,0.00,15.7,0,1,2017
9977,31,5,0.00,19.1,0,2,2017
9978,31,5,0.00,16.5,0,3,2017
9979,31,5,0.00,16.0,0,4,2017
9980,31,5,0.00,20.5,0,5,2017
9981,31,5,0.00,19.9,0,6,2017
9982,31,5,0.00,22.3,0,7,2017
9983,31,5,0.00,23.3,0,8,2017
9984,31,5,0.00,18.1,0,9,2017
9985,31,5,0.00,19.7,0,10,2017
9986,31,5,0.00,12.5,0,11,2017
9987,31,5,0.00,12.5,0,12,2017
9988,31,5,0.00,11.2,0,13,2017
9989,31,5,0.00,13.0,0,14,2017
9990,31,5,0.00,11.7,0,15,2017
9991,31,5,0.00,12.9,0,16,2017
9992,31,5,0.00,20.0,0,17,2017
9993,31,5,0.00,24.1,0,18,2017
9994,31,5,0.00,24.6,0,19,2017
9995,31,5,0.00,19.6,0,21,2017
9996,31,5,0.00,15.5,0,22,2017
9997,31,5,0.00,12.3,0,23,2017
9998,1,6,0.00,12.5,0,0,2017
9999,1,6,0.00,9.1,0,1,2017
10000,1,6,0.00,11.5,0,2,2017
10001,1,6,0.00,9.7,0,3,2017
10002,1,6,0.00,13.2,0,4,2017
10003,1,6,0.00,24.4,0,5,2017
10004,1,6,0.00,26.2,0,6,2017
10005,1,6,0.00,25.8,0,7,2017
10006,1,6,0.00,30.1,0,8,2017
10007,1,6,0.00,29.3,0,9,2017
10008,1,6,0.00,29.6,0,10,2017
10009,1,6,0.00,27.7,0,11,2017
10010,1,6,0.00,29.8,0,12,2017
10011,1,6,0.00,21.5,0,13,2017
10012,1,6,0.00,14.5,0,14,2017
10013,1,6,0.00,10.7,0,15,2017
10014,1,6,0.00,13.5,0,16,2017
10015,1,6,0.00,14.2,0,17,2017
10016,1,6,0.00,14.4,0,18,2017
10017,1,6,0.00,16.4,0,19,2017
10018,1,6,0.00,18.3,0,20,2017
10019,1,6,0.00,17.7,0,21,2017
10020,1,6,0.00,15.0,0,22,2017
10021,1,6,0.00,13.6,0,23,2017
10022,2,6,0.00,13.4,0,0,2017
10023,2,6,0.00,17.1,0,1,2017
10024,2,6,0.00,21.7,0,2,2017
10025,2,6,0.00,21.1,0,3,2017
10026,2,6,0.00,19.8,0,4,2017
10027,2,6,0.00,22.0,0,5,2017
10028,2,6,0.00,20.5,0,6,2017
10029,2,6,0.00,20.1,0,7,2017
10030,2,6,0.00,19.7,0,8,2017
10031,2,6,0.00,20.3,0,9,2017
10032,2,6,0.00,18.7,0,10,2017
10033,2,6,0.00,13.1,0,11,2017
10034,2,6,0.00,12.5,0,12,2017
10035,2,6,0.00,8.3,0,13,2017
10036,2,6,0.00,12.2,0,14,2017
10037,2,6,0.00,13.4,0,15,2017
10038,2,6,0.00,17.5,0,16,2017
10039,2,6,0.00,22.0,0,17,2017
10040,2,6,0.00,24.3,0,18,2017
10041,2,6,0.00,21.9,0,19,2017
10042,2,6,0.00,16.7,0,20,2017
10043,2,6,0.00,14.4,0,21,2017
10044,2,6,0.00,13.4,0,22,2017
10045,2,6,0.00,13.7,0,23,2017
10046,3,6,0.00,13.1,0,0,2017
10047,3,6,0.00,10.2,0,1,2017
10048,3,6,0.00,10.3,0,2,2017
10049,3,6,0.00,11.2,0,3,2017
10050,3,6,0.00,14.4,0,4,2017
10051,3,6,0.00,18.0,0,5,2017
10052,3,6,0.00,22.4,0,6,2017
10053,3,6,0.00,19.1,0,7,2017
10054,3,6,0.00,22.0,0,8,2017
10055,3,6,0.00,21.4,0,9,2017
10056,3,6,0.00,20.2,0,10,2017
10057,3,6,0.00,15.1,0,11,2017
10058,3,6,0.00,15.1,0,12,2017
10059,3,6,0.00,8.1,0,13,2017
10060,3,6,0.00,13.1,0,14,2017
10061,3,6,0.00,16.1,0,15,2017
10062,3,6,0.00,17.8,0,16,2017
10063,3,6,0.00,10.9,0,17,2017
10064,3,6,0.00,10.1,0,18,2017
10065,3,6,0.00,9.1,0,19,2017
10066,3,6,0.00,5.7,0,20,2017
10067,3,6,0.00,12.3,0,21,2017
10068,3,6,0.00,9.6,0,22,2017
10069,3,6,0.00,11.7,0,23,2017
10070,4,6,0.00,14.1,0,0,2017
10071,4,6,0.00,18.2,0,1,2017
10072,4,6,0.00,16.4,0,2,2017
10073,4,6,0.00,17.7,0,3,2017
10074,4,6,0.00,17.6,0,4,2017
10075,4,6,0.00,15.9,0,5,2017
10076,4,6,0.00,15.7,0,6,2017
10077,4,6,0.00,10.9,0,7,2017
10078,4,6,0.00,11.2,0,8,2017
10079,4,6,0.00,8.3,0,9,2017
10080,4,6,0.00,4.5,0,10,2017
10081,4,6,0.00,8.6,0,11,2017
10082,4,6,0.00,3.7,0,12,2017
10083,4,6,0.00,5.0,0,13,2017
10084,4,6,0.00,4.8,0,14,2017
10085,4,6,0.00,6.8,0,15,2017
10086,4,6,0.00,8.9,0,16,2017
10087,4,6,0.00,14.2,0,17,2017
10088,4,6,0.00,17.0,0,18,2017
10089,4,6,0.00,16.2,0,19,2017
10090,4,6,0.00,14.9,0,20,2017
10091,4,6,0.00,15.5,0,21,2017
10092,4,6,0.00,16.1,0,22,2017
10093,4,6,0.00,13.8,0,23,2017
10094,5,6,0.00,14.4,0,0,2017
10095,5,6,0.00,10.2,0,1,2017
10096,5,6,0.00,13.3,0,2,2017
10097,5,6,0.00,10.2,0,3,2017
10098,5,6,0.00,11.9,0,4,2017
10099,5,6,0.00,12.5,0,5,2017
10100,5,6,0.00,10.1,0,6,2017
10101,5,6,0.00,10.9,0,7,2017
10102,5,6,0.00,11.0,0,8,2017
10103,5,6,0.00,17.7,0,9,2017
10104,5,6,0.00,27.1,0,10,2017
10105,5,6,0.00,26.2,0,11,2017
10106,5,6,0.00,19.0,0,12,2017
10107,5,6,0.00,15.8,0,13,2017
10108,5,6,0.00,23.8,0,14,2017
10109,5,6,0.00,26.0,0,15,2017
10110,5,6,0.00,25.3,0,16,2017
10111,5,6,0.00,19.3,0,17,2017
10112,5,6,0.00,18.8,0,18,2017
10113,5,6,0.00,16.2,0,19,2017
10114,5,6,0.00,6.7,0,20,2017
10115,5,6,0.00,11.1,0,21,2017
10116,5,6,0.00,12.8,0,22,2017
10117,5,6,0.00,18.3,0,23,2017
10118,6,6,0.00,20.4,0,0,2017
10119,6,6,0.00,29.2,0,1,2017
10120,6,6,0.00,30.4,0,2,2017
10121,6,6,0.00,24.5,0,3,2017
10122,6,6,0.00,27.0,0,4,2017
10123,6,6,0.00,20.4,0,5,2017
10124,6,6,0.00,21.5,0,6,2017
10125,6,6,0.00,21.3,0,7,2017
10126,6,6,0.00,25.2,0,8,2017
10127,6,6,0.00,22.1,0,9,2017
10128,6,6,0.00,21.3,0,10,2017
10129,6,6,0.00,20.7,0,11,2017
10130,6,6,0.00,17.0,0,12,2017
10131,6,6,0.00,15.4,0,13,2017
10132,6,6,0.00,16.7,0,14,2017
10133,6,6,0.00,17.6,0,15,2017
10134,6,6,0.00,12.9,0,16,2017
10135,6,6,0.00,23.6,0,17,2017
10136,6,6,0.00,29.3,0,18,2017
10137,6,6,0.00,24.5,0,19,2017
10138,6,6,0.00,17.5,0,20,2017
10139,6,6,0.00,18.8,0,21,2017
10140,6,6,0.00,14.5,0,22,2017
10141,6,6,0.00,14.2,0,23,2017
10142,7,6,0.00,18.2,0,0,2017
10143,7,6,0.00,18.0,0,1,2017
10144,7,6,0.00,19.8,0,2,2017
10145,7,6,0.00,19.8,0,3,2017
10146,7,6,0.00,20.2,0,4,2017
10147,7,6,0.00,17.4,0,5,2017
10148,7,6,0.00,16.2,0,6,2017
10149,7,6,0.00,14.7,0,7,2017
10150,7,6,0.00,18.7,0,8,2017
10151,7,6,0.00,18.4,0,9,2017
10152,7,6,0.00,18.3,0,10,2017
10153,7,6,0.00,17.6,0,11,2017
10154,7,6,0.00,18.0,0,12,2017
10155,7,6,0.00,16.9,0,13,2017
10156,7,6,0.00,13.9,0,14,2017
10157,7,6,0.00,12.5,0,15,2017
10158,7,6,0.00,8.5,0,16,2017
10159,7,6,0.00,3.6,0,17,2017
10160,7,6,1.00,9.0,0,18,2017
10161,7,6,0.00,4.6,0,20,2017
10162,7,6,0.00,7.3,0,21,2017
10163,7,6,0.00,4.6,0,22,2017
10164,7,6,0.00,6.1,0,23,2017
10165,8,6,0.00,10.0,0,0,2017
10166,8,6,0.00,13.5,0,1,2017
10167,8,6,0.00,15.8,0,2,2017
10168,8,6,0.00,16.4,0,3,2017
10169,8,6,0.00,15.8,0,4,2017
10170,8,6,0.00,12.4,0,5,2017
10171,8,6,0.00,13.5,0,6,2017
10172,8,6,0.00,11.9,0,7,2017
10173,8,6,0.00,9.6,0,8,2017
10174,8,6,0.00,5.3,0,9,2017
10175,8,6,0.00,7.7,0,10,2017
10176,8,6,0.00,7.8,0,11,2017
10177,8,6,0.00,9.1,0,12,2017
10178,8,6,0.00,10.9,0,13,2017
10179,8,6,0.00,8.5,0,14,2017
10180,8,6,0.00,8.2,0,15,2017
10181,8,6,0.00,11.4,0,16,2017
10182,8,6,0.00,16.8,0,17,2017
10183,8,6,0.00,17.4,0,18,2017
10184,8,6,0.00,16.2,0,19,2017
10185,8,6,0.00,14.5,0,20,2017
10186,8,6,0.00,11.3,0,21,2017
10187,8,6,0.00,8.7,0,22,2017
10188,8,6,0.00,7.1,0,23,2017
10189,9,6,0.00,5.9,0,0,2017
10190,9,6,0.00,5.3,0,2,2017
10191,9,6,0.00,6.9,0,3,2017
10192,9,6,0.00,7.9,0,4,2017
10193,9,6,0.00,10.4,0,5,2017
10194,9,6,0.00,11.3,0,6,2017
10195,9,6,0.00,10.1,0,7,2017
10196,9,6,0.00,10.0,0,8,2017
10197,9,6,0.00,14.2,0,9,2017
10198,9,6,0.00,18.8,0,10,2017
10199,9,6,0.00,14.0,0,11,2017
10200,9,6,0.00,14.4,0,12,2017
10201,9,6,0.00,12.4,0,13,2017
10202,9,6,0.00,8.0,0,14,2017
10203,9,6,0.00,5.3,0,15,2017
10204,9,6,0.00,4.3,0,16,2017
10205,9,6,0.00,4.6,0,17,2017
10206,9,6,0.00,8.9,0,18,2017
10207,9,6,0.00,6.1,0,19,2017
10208,9,6,0.00,5.4,0,20,2017
10209,9,6,0.00,4.9,0,21,2017
10210,9,6,0.00,5.5,0,22,2017
10211,9,6,0.00,8.3,0,23,2017
